,0
r_max,0.32
K_M,1.0
c,0.1
d,0.27976186810676185
g,0.06315432049928603
u,0.20043096573055919
p_low,0.14665297050963255
p_high,2.55526633096904
H_on,0.20065632176778989
H_off,0.8007238830130967
tau_q,4.565211979666549
U,0.04236410114978028
sB,666.44185120914
