branch,U,M_star,H_star,B_star,q_star,B_scaled_star
up,0.0,0.9999999999999997,0.5939969935075702,0.8451074674345899,0.07166648605416655,1.2091762433942372
up,0.038461538461538464,0.9999999999999997,0.615262110111537,0.9237451129890489,0.07166648605416655,1.321690659021819
up,0.07692307692307693,0.9999999999999997,0.6340836024851151,1.0009712244745848,0.07166648605416655,1.4321854575845263
up,0.11538461538461539,0.9999999999999997,0.6509060242425255,1.077042593653259,0.07166648605416655,1.5410280556656337
up,0.15384615384615385,0.9999999999999997,0.6660641781296347,1.152152615841864,0.07166648605416655,1.6484951624786552
up,0.19230769230769232,0.9999999999999997,0.6798166983836101,1.2264506884119817,0.07166648605416655,1.754800535160409
up,0.23076923076923078,0.9999999999999997,0.6923676038402062,1.3000546607177752,0.07166648605416655,1.8601127920758307
up,0.2692307692307693,0.9999999999999997,0.6825453017814461,1.2419573004048527,0.042733245700825914,1.7769873309938788
up,0.3076923076923077,0.9999999999999997,0.6948658804308081,1.3154282268309414,0.042733245700825914,1.882109226418934
up,0.34615384615384615,0.9999999999999997,0.6881201743349507,1.2744827151973095,0.017545148792658928,1.8235245589667533
up,0.38461538461538464,0.9999999999999997,0.6986540708995962,1.339225798730979,0.01567052065452426,1.9161586931445596
up,0.42307692307692313,0.9999999999999997,0.6993279936598673,1.3435222386336942,0.00045897901578520424,1.9223060214569039
up,0.46153846153846156,0.9999999999999997,0.7099897678061348,1.4141507582934278,4.0412650980156514e-69,2.023361013123112
up,0.5,0.9999999999999997,0.7201366277180034,1.486366058745577,2.899987001567435e-134,2.1266863641360283
up,0.5384615384615385,0.9999999999999997,0.7295433254194985,1.5581538122109688,2.0810128524723874e-199,2.229399982701602
up,0.576923076923077,0.9999999999999997,0.7382932610622086,1.6295621939179605,1.4933220355106055e-264,2.331570797735851
up,0.6153846153846154,0.9999999999999997,0.7464571050626745,1.7006320258961314,5.4e-323,2.4332572172286184
up,0.6538461538461539,0.9999999999999997,0.7540952354938908,1.771398184910079,4.4e-323,2.534509142709383
up,0.6923076923076923,0.9999999999999997,0.7612596189427021,1.841890688917091,3e-323,2.6353695237463652
up,0.7307692307692308,0.9999999999999997,0.7679952810958022,1.9121355465358236,2e-323,2.735875573362778
up,0.7692307692307693,0.9999999999999997,0.7743414701964403,1.9821554291049388,1.5e-323,2.836059729615523
up,0.8076923076923077,0.9999999999999997,0.7803325873831078,2.051970208083553,1.5e-323,2.9359504245055117
up,0.8461538461538463,0.9999999999999997,0.7859989378584629,2.1215973889561375,1.5e-323,3.035572704806992
up,0.8846153846153847,0.9999999999999997,0.7913673427760587,2.191052464682509,1.5e-323,3.1349487377823206
up,0.9230769230769231,0.9999999999999997,0.7964616417211917,2.260349205950654,1.5e-323,3.234098226474495
up,0.9615384615384616,0.9999999999999997,0.8013031084305213,2.3294999013128375,1.5e-323,3.3330387532928976
up,1.0,0.9999999999999997,0.8059107971017861,2.398515557227797,1.5e-323,3.431786066232833
up,1.0384615384615385,0.9999999999999997,0.8103018327230215,2.4674060657663923,1.5e-323,3.5303543188280746
up,1.076923076923077,0.9999999999999997,0.8144916559120948,2.5361803460406116,1.5e-323,3.628756272506894
up,1.1153846153846154,0.9999999999999997,0.8184942305326016,2.604846464130726,1.5e-323,3.7270034681833373
up,1.153846153846154,0.9999999999999997,0.8223222206514998,2.6734117353030293,1.5e-323,3.8251063725099397
up,1.1923076923076923,0.9999999999999997,0.8259871420921335,2.7418828115528546,1.5e-323,3.9230745031339094
up,1.2307692307692308,0.9999999999999997,0.8294994928160438,2.8102657569182763,1.5e-323,4.020916536455658
up,1.2692307692307694,0.9999999999999997,0.8328688655671985,2.87856611254787,1.5e-323,4.118640400727482
up,1.3076923076923077,0.9999999999999997,0.8361040455807082,2.9467889531411364,1.5e-323,4.216253356808283
up,1.3461538461538463,0.9999999999999997,0.8392130956559299,3.014938936090094,1.5e-323,4.313762068475158
up,1.3846153846153846,0.9999999999999997,0.8422034304919613,3.0830203444183977,1.5e-323,4.411172663860507
up,1.4230769230769231,0.9999999999999997,0.8450818818599188,3.151037124427433,1.5e-323,4.50849078931591
up,1.4615384615384617,0.9999999999999997,0.847854755924307,3.2189929188073996,1.5e-323,4.6057216567873285
up,1.5,0.9999999999999997,0.8505278838123607,3.286891095848175,1.5e-323,4.702870085609887
down,1.5,0.9999999999999997,0.8505278838123607,3.286891095848175,1.5e-323,4.702870085609887
down,1.4615384615384615,0.9999999999999997,0.8478547559243071,3.218992918807399,1.5e-323,4.605721656787328
down,1.4230769230769231,0.9999999999999997,0.845081881859919,3.1510371244274307,1.5e-323,4.508490789315906
down,1.3846153846153846,0.9999999999999997,0.8422034304919613,3.083020344418396,1.5e-323,4.411172663860504
down,1.3461538461538463,0.9999999999999997,0.8392130956559298,3.0149389360900924,1.5e-323,4.313762068475156
down,1.3076923076923077,0.9999999999999997,0.8361040455807079,2.9467889531411355,1.5e-323,4.2162533568082825
down,1.2692307692307692,0.9999999999999997,0.8328688655671983,2.8785661125478694,1.5e-323,4.1186404007274815
down,1.2307692307692308,0.9999999999999997,0.8294994928160436,2.8102657569182754,1.5e-323,4.020916536455657
down,1.1923076923076923,0.9999999999999997,0.8259871420921333,2.7418828115528546,1.5e-323,3.9230745031339094
down,1.1538461538461537,0.9999999999999997,0.8223222206514996,2.673411735303029,1.5e-323,3.8251063725099392
down,1.1153846153846154,0.9999999999999997,0.8184942305326014,2.6048464641307274,1.5e-323,3.7270034681833395
down,1.0769230769230769,0.9999999999999997,0.8144916559120948,2.536180346040613,1.5e-323,3.628756272506896
down,1.0384615384615383,0.9999999999999997,0.8103018327230215,2.467406065766394,1.5e-323,3.5303543188280773
down,1.0,0.9999999999999997,0.8059107971017863,2.3985155572277983,1.5e-323,3.431786066232835
down,0.9615384615384615,0.9999999999999997,0.8013031084305215,2.329499901312838,1.5e-323,3.333038753292898
down,0.923076923076923,0.9999999999999997,0.796461641721192,2.260349205950655,1.5e-323,3.2340982264744964
down,0.8846153846153846,0.9999999999999997,0.791367342776059,2.1910524646825094,1.5e-323,3.134948737782321
down,0.8461538461538461,0.9999999999999997,0.7859989378584632,2.121597388956138,1.5e-323,3.0355727048069925
down,0.8076923076923077,0.9999999999999997,0.7803325873831081,2.0519702080835525,1.5e-323,2.935950424505511
down,0.7692307692307692,0.9999999999999997,0.7743414701964405,1.9821554291049372,1.5e-323,2.836059729615521
down,0.7307692307692307,0.9999999999999997,0.7679952810958023,1.912135546535822,1.5e-323,2.735875573362776
down,0.6923076923076923,0.9999999999999997,0.7612596189427021,1.84189068891709,1.5e-323,2.635369523746364
down,0.6538461538461537,0.9999999999999997,0.7540952354938907,1.771398184910078,1.5e-323,2.534509142709381
down,0.6153846153846153,0.9999999999999997,0.7464571050626743,1.7006320258961305,1.5e-323,2.433257217228617
