t,M,H,B_model,q,B_scaled
0.0,0.1,0.6,2535.947357184659,0.0,1840.1458829999997
1.9849624060150375,0.16280435808954893,0.9999274860071887,1698.4090512734742,0.0,1232.4074529766526
3.969924812030075,0.25392398389213927,0.9998919518763766,1137.5513484570972,0.0,825.4352854107774
5.954887218045112,0.37330211473798713,0.9998393774124195,762.0255447863027,0.0,552.9445100690396
7.93984962406015,0.51040836696704,0.9997615697229473,510.6264403915346,0.0,370.52312595344097
9.924812030075188,0.6459663616182021,0.9996437061372754,342.35669331901573,0.0,248.42245165052412
11.909774436090224,0.7615273599010073,0.999468099603262,229.7491343746246,0.0,166.7116324573982
13.894736842105262,0.8482302471905948,0.9992115900975648,154.4011545367152,0.0,112.03728186479644
15.8796992481203,0.9072494277223592,0.9988290297472402,103.98699554196966,0.0,75.45552599503795
17.864661654135336,0.944810911848647,0.9982684653941093,70.2551002219756,0.0,50.97883166500095
19.849624060150376,0.967702521769383,0.9974541726138573,47.68382988615093,0.0,34.60056179876122
21.834586466165412,0.9812870933423504,0.9962795998893085,32.57927166710487,0.0,23.64032220917911
23.819548872180448,0.9892215292504741,0.9946223516036072,22.470459252874086,0.0,16.305118860669083
25.804511278195488,0.9938129070046094,0.9923343346800573,15.704444577558997,0.0,11.395531911308746
27.789473684210524,0.9964554726574025,0.9892801580534863,11.175397028440779,0.0,8.109143423073945
29.774436090225564,0.9979716771960043,0.985375306963798,8.143432866081026,0.0,5.909075525385492
31.7593984962406,0.9988400661157892,0.980644369250609,6.113467254850376,0.0,4.436082463619164
33.744360902255636,0.9993369173946332,0.9752751540480383,4.754197914533202,0.0,3.4497631406306937
35.72932330827067,0.9996210259183459,0.9696074992404387,3.843913603621654,0.0,2.789238417064279
37.714285714285715,0.9997834299062371,0.9640609732079581,3.2342366319978106,0.0,2.3468417852434116
39.69924812030075,0.999876246575336,0.9590225322727085,2.825858312065837,0.0,2.050512414682839
41.68421052631579,0.9999292870936558,0.9547499826399546,2.5523002710015503,0.0,1.852011960168342
43.669172932330824,0.9999595954495402,0.9513319257591163,2.369049797503313,0.0,1.7190409016760473
45.65413533834586,0.9999769135993518,0.9487265479246624,2.246295368094134,0.0,1.6299672632752535
47.639097744360896,0.9999868089625478,0.946812070447903,2.1640672198835684,0.0,1.5703004929979838
49.62406015037594,0.9999924629770729,0.9454436822239367,2.1089873139951343,0.0,1.5303331562275742
51.609022556390975,0.9999956935474463,0.944485010363502,2.0720932644710577,0.0,1.5035619248979546
53.59398496240601,0.9999975394120341,0.9438228226644935,2.0473810250641113,0.0,1.4856301151245503
55.57894736842105,0.9999985940891555,0.9433699084729206,2.0308285562472794,0.0,1.4736192359316187
57.563909774436084,0.9999991967023993,0.9430622194388941,2.019741653070991,0.0,1.4655743058279764
59.54887218045113,0.9999995410186422,0.9428541514350508,2.012315635709662,0.0,1.4601858046685097
61.53383458646616,0.9999997377511703,0.9427138889602006,2.007341691739215,0.0,1.4565765883756085
63.5187969924812,0.9999998501585265,0.9426195346337296,2.004010146690655,0.0,1.4541591372058245
65.50375939849624,0.9999999143848761,0.9425561526616516,2.0017786781835243,0.0,1.4525399286781682
67.48872180451127,0.9999999510819729,0.9425136167591632,2.0002840391218,0.0,1.4514553817500901
69.47368421052632,0.9999999720496423,0.9424850889871921,1.9992829275146147,0.0,1.450728950502546
71.45864661654134,0.9999999840299674,0.9424659643151916,1.9986123803935358,0.0,1.4502423849905628
73.44360902255639,0.9999999908751815,0.9424531470436376,1.9981632455646887,0.0,1.4499164816929753
75.42857142857143,0.9999999947863405,0.9424445586118948,1.9978624130616038,0.0,1.4496981902168309
77.41353383458646,0.9999999970210647,0.9424388045242095,1.9976609138636114,0.0,1.449551977434234
79.3984962406015,0.9999999982979219,0.9424349497236993,1.997525948486017,0.0,1.4494540432309768
81.38345864661653,0.9999999990274813,0.9424323674483847,1.9974355477723167,0.0,1.4493884462458246
83.36842105263158,0.9999999994443307,0.9424306376851526,1.9973749967158292,0.0,1.4493445089073815
85.35338345864662,0.9999999996825065,0.9424294790150695,1.9973344391461085,0.0,1.4493150793355354
87.33834586466165,0.9999999998185933,0.9424287029008603,1.9973072733516406,0.0,1.4492953671657591
89.32330827067669,0.9999999998963495,0.9424281830405651,1.9972890774681444,0.0,1.4492821637843845
91.30827067669172,0.9999999999407769,0.9424278348279668,1.9972768897023574,0.0,1.4492733200412473
93.29323308270676,0.9999999999661615,0.9424276015894775,1.9972687262241573,0.0,1.4492673964203338
95.27819548872179,0.9999999999806657,0.9424274453630163,1.9972632582489844,0.0,1.4492634287228285
97.26315789473684,0.999999999988953,0.9424273407205211,1.9972595957461707,0.0,1.44926077112055
99.24812030075188,0.9999999999936879,0.9424272706297219,1.9972571425655972,0.0,1.4492589910322846
101.23308270676691,0.9999999999963933,0.9424272236821017,1.997255499400631,0.0,1.449257798711301
103.21804511278195,0.9999999999979392,0.9424271922360642,1.997254398792031,0.0,1.449257000082584
105.20300751879698,0.9999999999988225,0.9424271711731651,1.9972536615930772,0.0,1.4492564651528599
107.18796992481202,0.9999999999993272,0.9424271570650079,1.9972531678095689,0.0,1.4492561068513805
109.17293233082707,0.9999999999996156,0.9424271476152127,1.9972528370682112,0.0,1.4492558668573026
111.1578947368421,0.9999999999997804,0.9424271412856388,1.9972526155341677,0.0,1.4492557061067424
113.14285714285714,0.9999999999998745,0.9424271370460222,1.9972524671483203,0.0,1.4492555984343156
115.12781954887217,0.9999999999999283,0.9424271342062817,1.9972523677579008,0.0,1.4492555263141784
117.11278195488721,0.999999999999959,0.9424271323041931,1.9972523011851362,0.0,1.4492554780073403
119.09774436090225,0.9999999999999767,0.9424271310301535,1.9972522565939848,0.0,1.4492554456509021
121.08270676691728,0.9999999999999867,0.9424271301767881,1.997252226726352,0.0,1.4492554239782118
123.06766917293233,0.9999999999999923,0.9424271296051948,1.9972522067206897,0.0,1.4492554094616104
125.05263157894736,0.9999999999999957,0.9424271292223354,1.9972521933206808,0.0,1.4492553997382338
127.0375939849624,0.9999999999999976,0.942427128965892,1.9972521843452102,0.0,1.4492553932254113
129.02255639097743,0.9999999999999986,0.9424271287941235,1.9972521783333428,0.0,1.4492553888630522
131.00751879699249,0.9999999999999992,0.9424271286790711,1.9972521743065286,0.0,1.4492553859410966
132.99248120300751,0.9999999999999996,0.9424271286020076,1.9972521716093246,0.0,1.4492553839839388
