,0
r_max,0.32
K_M,1.0
c,0.1
d,0.12000000053707488
g,0.4999999825596983
u,0.5999997469739742
p_low,0.1000000042973503
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.3000000058011434
sB,1.0002380432219684
