,0
r_max,0.32
K_M,1.0
c,0.1
d,0.1278934026729184
g,0.2214069249614311
u,0.5796409620152937
p_low,0.12043994237525601
p_high,2.5000009350020838
H_on,0.5500082763316726
H_off,0.7
tau_q,4.000003089530429
U,0.32682922984946805
sB,1.4307958336527489
