,0
r_max,0.32
K_M,1.0
c,0.1
d,0.17922331572129296
g,1.8762459165159975
u,0.2379324323948952
p_low,0.3671581689756146
p_high,2.5
H_on,0.5500000000000007
H_off,0.7
tau_q,4.0
U,0.7561993638960678
sB,3.318476867922329
