,0
r_max,0.32
K_M,1.0
c,0.1
d,0.1871139992098222
g,1.9925000027566155
u,0.241862069665528
p_low,0.24058084869768692
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.49489013008046073
sB,0.5492383679240879
