,0
r_max,0.32
K_M,1.0
c,0.1
d,0.20195050771656173
g,1.992500000247068
u,0.2329713815270205
p_low,0.25878661433579003
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.5722658992377464
sB,0.5619971641964061
