,0
r_max,0.32
K_M,1.0
c,0.1
d,0.339992155568974
g,1.556858849806998
u,0.20211809783204074
p_low,0.6319249378221945
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,1.2618094719031145
sB,0.9036684827609838
