branch,U,M_star,H_star,B_star,q_star,B_scaled_star
up,0.0,0.9999999999999997,0.9447492351160128,1.6333640850435913,0.0,5.420280933112278
up,0.038461538461538464,0.9999999999999997,0.9494855042405277,1.7954654988646415,0.0,5.958210725134937
up,0.07692307692307693,0.9999999999999997,0.9534722476955836,1.9574953162736688,0.0,6.495902926120474
up,0.11538461538461539,0.9999999999999997,0.9568746470966686,2.1194693157976556,0.0,7.033409896745686
up,0.15384615384615385,0.9999999999999997,0.9598125957697157,2.281398949922238,0.0,7.570769641819239
up,0.19230769230769232,0.9999999999999997,0.9623752444420266,2.4432927345294786,0.0,8.108010421098767
up,0.23076923076923078,0.9999999999999997,0.9646302727201861,2.605157134530715,0.0,8.645153688242997
up,0.2692307692307693,0.9999999999999997,0.9666299926230678,2.766997146890041,0.0,9.182216025561685
up,0.3076923076923077,0.9999999999999997,0.9684154801431755,2.9288166952805246,0.0,9.719210453673142
up,0.34615384615384615,0.9999999999999997,0.970019440780627,3.0906189038065928,0.0,10.256147339845644
up,0.38461538461538464,0.9999999999999997,0.971468240005903,3.2524062909584925,0.0,10.793035041630818
up,0.42307692307692313,0.9999999999999997,0.9727833696124526,3.4141809096816544,0.0,11.329880371680584
up,0.46153846153846156,0.9999999999999997,0.9739822650856397,3.5759444170350845,0.0,11.866688828906927
up,0.5,0.9999999999999997,0.9750805820117117,3.737698339373479,0.0,12.403465478482593
up,0.5384615384615385,0.9999999999999997,0.9760896215709408,3.899443723305719,0.0,12.940213793554948
up,0.576923076923077,0.9999999999999997,0.9770205826491294,4.061181664532951,0.0,13.476937410182897
up,0.6153846153846154,0.9999999999999997,0.9778807796313339,4.222912812632089,0.0,14.013638483972407
up,0.6538461538461539,0.9999999999999997,0.9786797119165654,4.384638137632889,0.0,14.550320233944783
up,0.6923076923076923,0.9999999999999997,0.9794225057441014,4.546358084808237,0.0,15.086984137727798
up,0.7307692307692308,0.9999999999999997,0.9801150388255527,4.708073223729913,0.0,15.623632085432225
up,0.7692307692307693,0.9999999999999997,0.9807622848644432,4.869784032119192,0.0,16.160265662365067
up,0.8076923076923077,0.9999999999999997,0.9813695113299703,5.0314910450002435,0.0,16.696886643991654
up,0.8461538461538463,0.9999999999999997,0.9819387885494812,5.193194406177874,0.0,17.23349550752491
up,0.8846153846153847,0.9999999999999997,0.982474701964414,5.354894594722826,0.0,17.770093842750015
up,0.9230769230769231,0.9999999999999997,0.9829813962084192,5.5165920455753,0.0,18.306683093005958
