,0
r_max,0.32
K_M,1.0
c,0.1
d,0.23635546320314885
g,1.9371472403529475
u,0.2020005876602196
p_low,0.3802185601225167
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.8000882217538251
sB,0.7256246379825805
