,0
r_max,0.32
K_M,1.0
c,0.1
d,0.1268012402477856
g,0.5182630268481673
u,0.6067710337259917
p_low,0.09743073808493447
p_high,2.5000010864011317
H_on,0.5524982715584985
H_off,0.7
tau_q,4.000011432712936
U,0.300270703201032
sB,79.66853009267093
