,0
r_max,0.32
K_M,1.0
c,0.1
d,0.34155116824765935
g,0.7728087185846295
u,0.6349134598064479
p_low,0.4734270549252009
p_high,0.40548267202817057
H_on,0.33412863527736986
H_off,0.7000000000000001
tau_q,4.0
U,1.44256353443357
sB,9.977891659067641
