U_mag,duration_hr,locked,H_final,B_final,q_final
0.25,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.25,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.25,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.25,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.25,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.25,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.25,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.25,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.25,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.25,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.25,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.25,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.25,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.25,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.25,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.3,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.3,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.3,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.3,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.3,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.3,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.3,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.3,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.3,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.3,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.3,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.3,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.3,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.3,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.3,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.3,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.3,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.3,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.35,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.35,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.35,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.35,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.35,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.35,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.35,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.35,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.35,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.35,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.35,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.35,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.35,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.35,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.35,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.35,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.35,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.35,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.39999999999999997,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.44999999999999996,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.49999999999999994,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.5499999999999999,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.6,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.6,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.6,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.6,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.6,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.6,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.6,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.6,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.6,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.6,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.6,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.6,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.6,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.6,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.6,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.6,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.6,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.6,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.65,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.65,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.65,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.65,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.65,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.65,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.65,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.65,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.65,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.65,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.65,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.65,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.65,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.65,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.65,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.65,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.65,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.65,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.7,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.7,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.7,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.7,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.7,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.7,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.7,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.7,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.7,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.7,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.7,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.7,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.7,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.7,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.7,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.7,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.7,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.7,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.75,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.75,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.75,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.75,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.75,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.75,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.75,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.75,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.75,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.75,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.75,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.75,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.75,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.75,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.75,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.75,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.75,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.75,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.7999999999999999,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.85,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.85,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.85,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.85,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.85,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.85,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.85,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.85,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.85,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.85,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.85,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.85,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.85,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.85,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.85,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.85,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.85,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.85,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.9,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.9,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.9,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.9,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.9,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.9,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.9,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.9,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.9,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.9,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.9,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.9,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.9,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.9,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.9,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.9,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.9,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.9,672.0,False,0.5555556282610954,0.30000010014411777,0.0
0.95,24.0,False,0.5555556282610954,0.30000010014411777,0.0
0.95,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.95,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
0.95,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
0.95,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
0.95,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.95,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
0.95,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
0.95,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.95,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
0.95,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
0.95,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
0.95,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
0.95,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
0.95,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
0.95,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
0.95,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
0.95,672.0,False,0.5555556282610954,0.30000010014411777,0.0
1.0,24.0,False,0.5555556282610954,0.30000010014411777,0.0
1.0,62.11764705882353,False,0.5555556282610954,0.30000010014411777,0.0
1.0,100.23529411764706,False,0.5555556282610954,0.30000010014411777,0.0
1.0,138.35294117647058,False,0.5555556282610954,0.30000010014411777,0.0
1.0,176.47058823529412,False,0.5555556282610954,0.30000010014411777,0.0
1.0,214.58823529411765,False,0.5555556282610954,0.30000010014411777,0.0
1.0,252.70588235294116,False,0.5555556282610954,0.30000010014411777,0.0
1.0,290.8235294117647,False,0.5555556282610954,0.30000010014411777,0.0
1.0,328.94117647058823,False,0.5555556282610954,0.30000010014411777,0.0
1.0,367.05882352941177,False,0.5555556282610954,0.30000010014411777,0.0
1.0,405.1764705882353,False,0.5555556282610954,0.30000010014411777,0.0
1.0,443.29411764705884,False,0.5555556282610954,0.30000010014411777,0.0
1.0,481.4117647058823,False,0.5555556282610954,0.30000010014411777,0.0
1.0,519.5294117647059,False,0.5555556282610954,0.30000010014411777,0.0
1.0,557.6470588235294,False,0.5555556282610954,0.30000010014411777,0.0
1.0,595.7647058823529,False,0.5555556282610954,0.30000010014411777,0.0
1.0,633.8823529411765,False,0.5555556282610954,0.30000010014411777,0.0
1.0,672.0,False,0.5555556282610954,0.30000010014411777,0.0
