,0
r_max,0.32
K_M,1.0
c,0.1
d,0.18281591355535043
g,1.9581642411305253
u,0.2484913501574179
p_low,0.23162246595500421
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.49736855723930345
sB,0.5593044238245234
