,0
r_max,0.32
K_M,1.0
c,0.1
d,0.27838932320123727
g,1.9925000002037812
u,0.2527392444612628
p_low,0.42542611690910886
p_high,2.5
H_on,0.55
H_off,0.7
tau_q,4.0
U,0.35425376768872624
sB,0.5561515356033465
