branch,U,M_star,H_star,B_star,q_star,B_scaled_star
up,0.0,0.9999999999999997,0.9611186727898962,2.9978294204920095,0.0,31.26150998037195
up,0.038461538461538464,0.9999999999999997,0.9633791303482976,3.190359063852533,0.0,33.269218399767155
up,0.07692307692307693,0.9999999999999997,0.9653908968983375,3.3828585472318307,0.0,35.27661230942153
up,0.11538461538461539,0.9999999999999997,0.9671926869082577,3.575332569055993,0.0,37.283740704749256
up,0.15384615384615385,0.9999999999999997,0.9688167682645047,3.7677850271399205,0.0,39.29064423235237
up,0.19230769230769232,0.9999999999999997,0.970286772237294,3.9602188117697588,0.0,41.29735303227439
up,0.23076923076923078,0.9999999999999997,0.9716247570211686,4.15263657875236,0.0,43.303894799397426
up,0.2692307692307693,0.9999999999999997,0.9728469653455457,4.3450403111626565,0.0,45.31029021332266
up,0.3076923076923077,0.9999999999999997,0.9739687225641681,4.537431852863443,0.0,47.31655850194035
up,0.34615384615384615,0.9999999999999997,0.9750014756263772,4.72981260066529,0.0,49.3227142312586
up,0.38461538461538464,0.9999999999999997,0.975955651148039,4.922183815729438,0.0,51.32877055272774
up,0.42307692307692313,0.9999999999999997,0.9768379578915337,5.114546340427895,0.0,53.33473625064373
up,0.46153846153846156,0.9999999999999997,0.9776589006573014,5.306901404651276,0.0,55.34062415036532
up,0.5,0.9999999999999997,0.978423154869211,5.499249600930256,0.0,57.346440430831
up,0.5384615384615385,0.9999999999999997,0.979136998109996,5.691591680558847,0.0,59.35219292657103
up,0.576923076923077,0.9999999999999997,0.9798051541863355,5.883928218509567,0.0,61.35788763342656
up,0.6153846153846154,0.9999999999999997,0.980432073367453,6.076259751792759,0.0,63.36353015136741
up,0.6538461538461539,0.9999999999999997,0.9810211666614358,6.268586698963466,0.0,65.36912484510577
up,0.6923076923076923,0.9999999999999997,0.9815757812581842,6.460909465423902,0.0,67.37467594219552
up,0.7307692307692308,0.9999999999999997,0.9820991694269358,6.653228441012046,0.0,69.38018750788592
up,0.7692307692307693,0.9999999999999997,0.9825928181055203,6.845543822232723,0.0,71.38566159133877
up,0.8076923076923077,0.9999999999999997,0.9830604829779879,7.037856044010846,0.0,73.3911027279721
