,0
r_max,0.32
K_M,1.0
c,0.1
d,0.3352325111871156
g,0.40270961371770186
u,0.5434812678105435
p_low,0.572638932711861
p_high,2.1251770292773275
H_on,0.7204464601531326
H_off,0.6090140920509405
tau_q,9.311806379126319
U,0.037553386043100656
sB,1052.342452315849
