,value,subject_id
r_max,0.30161620359206454,3
K_M,1.005390558403605,3
c,0.09999999832003226,3
d,0.12000303833939759,3
g,0.4527709780803938,3
u,0.5999977232248008,3
p_low,0.1034574348928286,3
p_high,2.5000006375403774,3
H_on,0.55,3
H_off,0.7,3
tau_q,4.000009806557179,3
