t_hr,M,H,B_mM_model,q
0.0,0.2,0.5,4.624603035,1.0
17.872340425531913,1.4924830257039938,0.8502094699595104,15.795937728600254,0.5390117958712364
35.744680851063826,1.9550189337352317,0.8652870801709533,17.42161159938873,0.21533292191777667
53.617021276595736,1.9581427584844822,0.8289878147274048,13.147176584574751,0.08602458724818444
71.48936170212765,1.9581495551802437,0.8040460579522279,11.156168858169366,0.03436645704400355
89.36170212765957,1.9581495656453995,0.7915881343143569,10.344532834476773,0.013729253548712569
107.23404255319147,1.9581495656594439,0.7861061386398337,10.018170076378077,0.005484778450192519
125.10638297872339,1.9581495656594612,0.783825626090818,9.88742753315777,0.0021911456832683944
142.9787234042553,1.9581495656594612,0.7828993800748644,9.835135066008341,0.000875353389188038
160.85106382978722,1.9581495656594612,0.7825268723279368,9.814234345698283,0.0003496999591635318
178.72340425531914,1.9581495656594612,0.7823776583990486,9.805882962246491,0.0001397036476344459
196.59574468085106,1.9581495656594612,0.7823179842193464,9.802546357670149,5.581101355888457e-05
214.46808510638294,1.9581495656594612,0.7822941344336768,9.801213356346599,2.2296262747766813e-05
232.34042553191486,1.9581495656594612,0.7822846049161336,9.800680821277018,8.907262219688657e-06
250.21276595744678,1.9581495656594612,0.7822807976542459,9.80046807470915,3.558413405318998e-06
268.0851063829787,1.9581495656594612,0.7822792766277818,9.800383083188466,1.4215710339368362e-06
285.9574468085106,1.9581495656594612,0.7822786689775466,9.800349129409849,5.679115870888912e-07
303.8297872340425,1.9581495656594612,0.7822784262228023,9.800335565015226,2.2687826569973906e-07
321.70212765957444,1.9581495656594612,0.7822783292431447,9.800330146096522,9.063690302694818e-08
339.57446808510633,1.9581495656594612,0.7822782905001565,9.800327981261413,3.620905759749641e-08
357.4468085106383,1.9581495656594612,0.7822782750224931,9.800327116418972,1.4465364639735718e-08
375.31914893617017,1.9581495656594612,0.7822782688392318,9.800326770918089,5.778851702955696e-09
393.1914893617021,1.9581495656594612,0.782278266369045,9.800326632891952,2.308626698077585e-09
411.063829787234,1.9581495656594612,0.7822782653822158,9.800326577751095,9.22286555366809e-10
428.9361702127659,1.9581495656594612,0.7822782649879818,9.800326555722561,3.6844955961034536e-10
446.80851063829783,1.9581495656594612,0.782278264830487,9.800326546922255,1.4719403333658342e-10
464.6808510638297,1.9581495656594612,0.7822782647675685,9.80032654340657,5.88033908163448e-11
482.55319148936167,1.9581495656594612,0.7822782647424328,9.800326542002068,2.349170474597503e-11
500.42553191489355,1.9581495656594612,0.7822782647323913,9.800326541440976,9.384836217964533e-12
518.2978723404254,1.9581495656594612,0.7822782647283796,9.80032654121682,3.749202188180335e-12
536.1702127659574,1.9581495656594612,0.7822782647267771,9.800326541127273,1.4977903419289223e-12
554.0425531914893,1.9581495656594612,0.7822782647261368,9.800326541091499,5.983608767370452e-13
571.9148936170212,1.9581495656594612,0.7822782647258809,9.800326541077206,2.3904262752047134e-13
589.7872340425531,1.9581495656594612,0.7822782647257788,9.800326541071497,9.54965138818744e-14
607.659574468085,1.9581495656594612,0.7822782647257379,9.800326541069216,3.8150451483013563e-14
625.531914893617,1.9581495656594612,0.7822782647257217,9.800326541068307,1.524094324703581e-14
643.4042553191489,1.9581495656594612,0.7822782647257152,9.80032654106794,6.088692060763856e-15
661.2765957446808,1.9581495656594612,0.7822782647257126,9.800326541067795,2.4324066043547203e-15
679.1489361702127,1.9581495656594612,0.7822782647257116,9.800326541067736,9.71736101918915e-16
697.0212765957447,1.9581495656594612,0.7822782647257113,9.800326541067719,3.882044433219957e-16
714.8936170212766,1.9581495656594612,0.7822782647257112,9.800326541067712,1.550860254313144e-16
732.7659574468084,1.9581495656594612,0.782278264725711,9.80032654106771,6.195620812113714e-17
750.6382978723403,1.9581495656594612,0.782278264725711,9.80032654106771,2.4751241861266945e-17
768.5106382978722,1.9581495656594612,0.782278264725711,9.800326541067708,9.888015943124121e-18
786.3829787234042,1.9581495656594612,0.782278264725711,9.800326541067708,3.950220350126303e-18
804.2553191489361,1.9581495656594612,0.782278264725711,9.800326541067708,1.5780962433984166e-18
822.127659574468,1.9581495656594612,0.782278264725711,9.800326541067708,6.304427431122379e-19
840.0,1.9581495656594612,0.782278264725711,9.800326541067708,2.5185919680583804e-19
