,value,subject_id
r_max,0.32578948225730564,21
K_M,1.9968377009921963,21
c,0.08696143038430243,21
d,0.39918764065143303,21
g,0.055813985026140336,21
u,0.20013654325381958,21
p_low,0.7992820731060253,21
p_high,3.6304110597800996,21
H_on,0.55,21
H_off,0.7,21
tau_q,19.79378832962497,21
