,value,subject_id
r_max,0.5944968049042604,17
K_M,1.999999888115682,17
c,0.2499961789092749,17
d,0.3999999946782405,17
g,0.05000000000000001,17
u,0.20000000000000004,17
p_low,0.7999999999995161,17
p_high,3.293391169764388,17
H_on,0.20299999999999996,17
H_off,0.7,17
tau_q,16.2437382232531,17
