,value,subject_id
r_max,0.34357165774432835,32
K_M,1.985427441264379,32
c,0.08199046339329644,32
d,0.39567002553823205,32
g,0.07717697352555855,32
u,0.20289296249305924,32
p_low,0.7971822723732767,32
p_high,3.9968277559751644,32
H_on,0.5499999999999998,32
H_off,0.7,32
tau_q,23.94525895949525,32
