,value,subject_id
r_max,0.3219636487387258,40
K_M,1.979535735798895,40
c,0.07892192613182135,40
d,0.39410340229341856,40
g,0.07677799898629088,40
u,0.20000000000823354,40
p_low,0.7960962437423287,40
p_high,3.9963860450763997,40
H_on,0.55,40
H_off,0.7,40
tau_q,23.95235268262,40
