t_hr,M,H,B_mM_model,q
0.0,0.2,0.5,7.348311564,1.0
17.872340425531913,0.1884566159388881,0.6578732634269648,4.673226818293439,0.7846555255582847
35.744680851063826,0.23781524272315743,0.6862751515718115,5.3566830220291015,0.7846555255582847
53.617021276595736,0.5230233244595688,0.7314464271304395,6.772612088970636,0.49031914663470216
71.48936170212765,1.791316850678386,0.8560719400274039,14.558576350694251,0.23284384276150166
89.36170212765957,1.9601328461587249,0.8529873821781925,14.041568187429439,0.11057339996635811
107.23404255319147,1.9619143357245101,0.8307238919751387,11.88407992212057,0.05250934117528278
125.10638297872339,1.9619236471107069,0.8160312193941132,10.756309095239722,0.024935752283075756
142.9787234042553,1.9619236834857836,0.8080058608928627,10.214706094068836,0.011841545294714198
160.85106382978722,1.9619236836095992,0.8039235923309411,9.95657695784167,0.0056233392670533375
178.72340425531914,1.961923683609994,0.8019186259360054,9.833782079266038,0.0026704238108611854
196.59574468085106,1.9619236836099947,0.8009508939542933,9.775418583138203,0.0012681367762009152
214.46808510638294,1.9619236836099947,0.8004877421001277,9.747691138298265,0.0006022156021123426
232.34042553191486,1.9619236836099947,0.8002669811714573,9.73452120455289,0.0002859814794697922
250.21276595744678,1.9619236836099947,0.8001619603108587,9.728266432850996,0.0001358075186243459
268.0851063829787,1.9619236836099947,0.8001120458627702,9.725296016300288,6.449257535513518e-05
285.9574468085106,1.9619236836099947,0.8000883329178924,9.723885387433928,3.062637708183407e-05
303.8297872340425,1.9619236836099947,0.8000770699273868,9.723215497905283,1.4543921807973635e-05
321.70212765957444,1.9619236836099947,0.8000717208519813,9.72289737770997,6.906649813369525e-06
339.57446808510633,1.9619236836099947,0.8000691805625996,9.72274630773227,3.279845166542838e-06
357.4468085106383,1.9619236836099947,0.8000679741998569,9.722674567206582,1.5575401398911644e-06
375.31914893617017,1.9619236836099947,0.8000674013141214,9.72264049888876,7.396481126981312e-07
393.1914893617021,1.9619236836099947,0.8000671292596282,9.722624320446439,3.512457346081394e-07
411.063829787234,1.9619236836099947,0.8000670000655068,9.722616637590987,1.668003527112653e-07
428.9361702127659,1.9619236836099947,0.8000669387134528,9.722612989139359,7.921052107763534e-08
446.80851063829783,1.9619236836099947,0.8000669095784392,9.722611256554522,3.761566775737019e-08
464.6808510638297,1.9619236836099947,0.8000668957427363,9.722610433780783,1.786301165024915e-08
482.55319148936167,1.9619236836099947,0.8000668891724061,9.722610043060165,8.482826551818298e-09
500.42553191489355,1.9619236836099947,0.8000668860522729,9.72260985751389,4.02834346845725e-09
518.2978723404254,1.9619236836099947,0.8000668845705773,9.722609769401268,1.9129886719664053e-09
536.1702127659574,1.9619236836099947,0.8000668838669464,9.722609727558146,9.084442991824989e-10
554.0425531914893,1.9619236836099947,0.8000668835328045,9.722609707687594,4.314040416496901e-10
571.9148936170212,1.9619236836099947,0.8000668833741266,9.722609698251421,2.0486610716722254e-10
589.7872340425531,1.9619236836099947,0.8000668832987732,9.72260969377035,9.72872708967059e-11
607.659574468085,1.9619236836099947,0.8000668832629891,9.72260969164237,4.6199994764358315e-11
625.531914893617,1.9619236836099947,0.800066883245996,9.72260969063183,2.1939555879731596e-11
643.4042553191489,1.9619236836099947,0.8000668832379263,9.722609690151945,1.0418704907981913e-11
661.2765957446808,1.9619236836099947,0.800066883234094,9.722609689924054,4.94765767159501e-12
679.1489361702127,1.9619236836099947,0.8000668832322743,9.72260968981583,2.3495546376893723e-12
697.0212765957447,1.9619236836099947,0.8000668832314101,9.722609689764441,1.1157617122899602e-12
714.8936170212766,1.9619236836099947,0.8000668832309996,9.722609689740036,5.298553941428874e-13
732.7659574468084,1.9619236836099947,0.8000668832308047,9.722609689728444,2.516189035797227e-13
750.6382978723403,1.9619236836099947,0.8000668832307122,9.72260968972294,1.1948934244785684e-13
768.5106382978722,1.9619236836099947,0.8000668832306682,9.722609689720327,5.6743363695995954e-14
786.3829787234042,1.9619236836099947,0.8000668832306473,9.722609689719086,2.694641427911386e-14
804.2553191489361,1.9619236836099947,0.8000668832306375,9.722609689718498,1.2796372918470362e-14
822.127659574468,1.9619236836099947,0.8000668832306327,9.722609689718219,6.07676992464507e-15
840.0,1.9619236836099947,0.8000668832306306,9.722609689718084,2.8857499662104672e-15
