t_hr,M,H,B_mM_model,q
0.0,0.2,0.65,10.65828255,0.0
17.872340425531913,0.7601551757470829,0.5582371304384487,2.871698682726161,0.0
35.744680851063826,1.4066150438109626,0.6789040861941387,4.756743938537297,0.0
53.617021276595736,1.6347419273830888,0.7179423351175017,5.639303529120558,0.0
71.48936170212765,1.6794362845851973,0.7254349271556608,5.835303090444673,0.0
89.36170212765957,1.6870047486493571,0.7267150991984186,5.869760569110192,0.0
107.23404255319147,1.6882531946296833,0.7269269734825882,5.875490435039497,0.0
125.10638297872339,1.688458231387506,0.7269617956158823,5.87643287121652,0.0
142.9787234042553,1.6884918810781813,0.7269675112251821,5.876587579158769,0.0
160.85106382978722,1.6884974028582607,0.7269684491553176,5.876612967205372,0.0
178.72340425531914,1.688498308942785,0.7269686030635167,5.8766171332314165,0.0
196.59574468085106,1.6884984576242865,0.7269686283186845,5.876617816845049,0.0
214.46808510638294,1.6884984820217646,0.7269686324628615,5.87661792902075,0.0
232.34042553191486,1.6884984860252008,0.7269686331428886,5.87661794742791,0.0
250.21276595744678,1.6884984866821333,0.7269686332544758,5.876617950448381,0.0
268.0851063829787,1.6884984867899304,0.7269686332727863,5.876617950944015,0.0
285.9574468085106,1.6884984868076194,0.7269686332757909,5.876617951025346,0.0
303.8297872340425,1.6884984868105222,0.726968633276284,5.876617951038692,0.0
321.70212765957444,1.6884984868109985,0.726968633276365,5.876617951040883,0.0
339.57446808510633,1.6884984868110766,0.7269686332763782,5.876617951041242,0.0
357.4468085106383,1.6884984868110897,0.7269686332763804,5.8766179510413,0.0
375.31914893617017,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
393.1914893617021,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
411.063829787234,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
428.9361702127659,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
446.80851063829783,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
464.6808510638297,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
482.55319148936167,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
500.42553191489355,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
518.2978723404254,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
536.1702127659574,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
554.0425531914893,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
571.9148936170212,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
589.7872340425531,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
607.659574468085,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
625.531914893617,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
643.4042553191489,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
661.2765957446808,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
679.1489361702127,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
697.0212765957447,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
714.8936170212766,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
732.7659574468084,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
750.6382978723403,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
768.5106382978722,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
786.3829787234042,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
804.2553191489361,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
822.127659574468,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
840.0,1.68849848681109,0.7269686332763804,5.876617951041303,0.0
