,value,subject_id
r_max,0.5076227337026833,25
K_M,1.5672168146070815,25
c,0.20274158174262374,25
d,0.3104950493368445,25
g,0.3762073268522539,25
u,0.21405783792334884,25
p_low,0.7519175103049195,25
p_high,3.5664918866857476,25
H_on,0.55,25
H_off,0.7,25
tau_q,6.172867151867555,25
