,value,subject_id
r_max,0.3013373635931384,23
K_M,1.7148306566821803,23
c,0.021149999999999974,23
d,0.34266193382527754,23
g,0.19316216758420543,23
u,0.20332017234757654,23
p_low,0.742296288044798,23
p_high,2.5604731191197683,23
H_on,0.55,23
H_off,0.7,23
tau_q,5.225872302368078,23
