,value,subject_id
r_max,0.40406095207521664,20
K_M,1.9667747372002224,20
c,0.07791423982874232,20
d,0.3845425202024699,20
g,0.09981703679775995,20
u,0.2003249651259399,20
p_low,0.7321075946337532,20
p_high,3.998569536450579,20
H_on,0.55,20
H_off,0.7,20
tau_q,23.955833775846347,20
