,value,subject_id
r_max,0.3070204918578338,12
K_M,1.9878444369136643,12
c,0.09749909585722576,12
d,0.3939227442177053,12
g,0.0819621769043893,12
u,0.20000000000002052,12
p_low,0.7995370686001347,12
p_high,3.3593320417657653,12
H_on,0.55,12
H_off,0.7,12
tau_q,23.980516241944752,12
