,value,subject_id
r_max,0.30000663849269543,24
K_M,1.0226753616056088,24
c,0.09998651318714137,24
d,0.13830348864391254,24
g,0.39890448554281926,24
u,0.5871186967526123,24
p_low,0.15776297115094487,24
p_high,2.506406533123534,24
H_on,0.5509778897379265,24
H_off,0.7,24
tau_q,4.081616426721849,24
