,value,subject_id
r_max,0.30228057082208354,5
K_M,1.9364114284249285,5
c,0.021149999668054732,5
d,0.3883988559719123,5
g,0.06411303510586813,5
u,0.2000186033672072,5
p_low,0.7947558134888965,5
p_high,2.3564888029293503,5
H_on,0.5382987616828925,5
H_off,0.7,5
tau_q,17.396944870963157,5
