,value,subject_id
r_max,0.38760358644786047,35
K_M,1.9685248144166987,35
c,0.06310682718016192,35
d,0.3910800735457558,35
g,0.09345189294040454,35
u,0.2000115618905528,35
p_low,0.793344996254583,35
p_high,1.618331169057271,35
H_on,0.550000000000001,35
H_off,0.7,35
tau_q,7.321623126981329,35
