,value,subject_id
r_max,0.16119556221163134,13
K_M,1.688498486811092,13
c,0.09245487987717632,13
d,0.3219542392287656,13
g,0.14587128880841135,13
u,0.25679994409793916,13
p_low,0.6497366712764179,13
p_high,3.391366272611462,13
H_on,0.55,13
H_off,0.7,13
tau_q,15.85104929790336,13
