,value,subject_id
r_max,0.3001763664991515,6
K_M,1.1116091826161036,6
c,0.10179108424150414,6
d,0.18179908231853267,6
g,0.43127337079460476,6
u,0.5240835389787134,6
p_low,0.3274818076872719,6
p_high,2.3150874392445537,6
H_on,0.55,6
H_off,0.7057074203949388,6
tau_q,4.721732308254839,6
