,value,subject_id
r_max,0.3010713193356693,1
K_M,1.0001071660236756,1
c,0.10000001239939661,1
d,0.1200224805941568,1
g,0.4527633657697701,1
u,0.6000091481385776,1
p_low,0.10357544022757037,1
p_high,2.50000256999779,1
H_on,0.5500081357794857,1
H_off,0.7,1
tau_q,4.000033965583052,1
