,value,subject_id
r_max,0.30639518060661597,26
K_M,1.9973894868393132,26
c,0.04056282874185782,26
d,0.39938802625239506,26
g,0.0521413908443524,26
u,0.2010172543945243,26
p_low,0.7988993425576825,26
p_high,3.9952151288747553,26
H_on,0.5331165252096172,26
H_off,0.7,26
tau_q,23.78925403744701,26
